"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
33255,33840,LUCMAU,GIRONDE,AQUITAINE,"Commune simple",103.0,6720.0,0.2,"44.2944038567, -0.34085237286","{""type"": ""Polygon"", ""coordinates"": [[[-0.372914397718997, 44.20705340583101], [-0.389617362060917, 44.209484627156726], [-0.396314419056244, 44.23746769662686], [-0.383387827143286, 44.28631966075131], [-0.351012883153498, 44.32784561375421], [-0.340062112773426, 44.334341378176], [-0.308818628059052, 44.35410675848616], [-0.307153571756919, 44.37440121089434], [-0.312280908863714, 44.38367101495968], [-0.30276454634373, 44.38163257205641], [-0.285505250299899, 44.37582458759888], [-0.295098856287932, 44.36023061330329], [-0.280931990012784, 44.33853617719773], [-0.28385520114, 44.328547728105825], [-0.276142677017008, 44.3247507092538], [-0.290409787915161, 44.30720707835928], [-0.32125344436228, 44.28994542757868], [-0.337017475451631, 44.27648533991974], [-0.372914397718997, 44.20705340583101]]]}",3812,255,50,3,33,72
19051,19390,CHAUMEIL,CORREZE,LIMOUSIN,"Commune simple",683.0,3158.0,0.2,"45.4552902265, 1.88020391469","{""type"": ""Polygon"", ""coordinates"": [[[1.879078579867302, 45.421781898910666], [1.868431894539612, 45.437209449233045], [1.854677984170189, 45.44107729947051], [1.850137169209991, 45.450945956919725], [1.830597591921589, 45.45164452893945], [1.83036364846445, 45.458504358687826], [1.840206124741079, 45.4706740367462], [1.858186608607736, 45.481385952182414], [1.865342666833948, 45.483899033935174], [1.86478477334125, 45.486766173852864], [1.882622250840228, 45.48471177217125], [1.88892460343251, 45.48005542968653], [1.893487703827544, 45.480406696331215], [1.903374381125247, 45.468535410057655], [1.925648226392988, 45.4557469910578], [1.920570828050672, 45.44178483810911], [1.916153298248364, 45.42953086540436], [1.894039351057065, 45.42827031124053], [1.879078579867302, 45.421781898910666]]]}",8767,051,08,2,19,74
58082,58120,CORANCY,NIEVRE,BOURGOGNE,"Commune simple",472.0,3004.0,0.3,"47.1062561745, 3.95987876262","{""type"": ""Polygon"", ""coordinates"": [[[3.982690400242327, 47.0739902284843], [3.965931226270119, 47.08162269854862], [3.946298676776377, 47.08504446002263], [3.942005038728499, 47.091292126961925], [3.933180780742777, 47.09483913286314], [3.923462675384851, 47.093224459932834], [3.915648301015614, 47.09654595409003], [3.91521432012118, 47.09971869209034], [3.92262980999929, 47.10310817771033], [3.920859098232388, 47.11215297913241], [3.916332246767869, 47.12515416685206], [3.933583880636871, 47.13106667135996], [3.939757546874924, 47.13631982185049], [3.940784469319356, 47.14299214771925], [3.950320213837858, 47.14345445062956], [3.952815606963225, 47.140543773954974], [3.962743958958122, 47.133456769449744], [3.963149979958998, 47.12664662231371], [3.976753787112356, 47.12315618016394], [3.996484574644379, 47.107987644211505], [4.004045837670095, 47.095496986556356], [4.012475835054559, 47.09155181851951], [3.996753904066126, 47.08261255709863], [3.992274442100383, 47.076285364754156], [3.982690400242327, 47.0739902284843]]]}",924,082,03,1,58,26
09316,09500,TROYE-D'ARIEGE,ARIEGE,MIDI-PYRENEES,"Commune simple",417.0,831.0,0.1,"43.0211388767, 1.88727210169","{""type"": ""Polygon"", ""coordinates"": [[[1.908820383070118, 43.00553130738908], [1.900283214742393, 43.002701099449865], [1.896134957423567, 43.004313575867094], [1.882873547437797, 43.0126584221835], [1.873925667255843, 43.01268207482388], [1.868043149498398, 43.019546115022784], [1.867637418350225, 43.02964274659705], [1.871959526571836, 43.035606596518136], [1.869998767353303, 43.045606111112455], [1.879696638299902, 43.0438455662532], [1.885352761009673, 43.03096099599181], [1.907469635132072, 43.01932401920799], [1.913710844826403, 43.00680403072501], [1.908820383070118, 43.00553130738908]]]}",2547,316,10,2,09,73
12082,12230,"LA COUVERTOIRADE",AVEYRON,MIDI-PYRENEES,"Commune simple",779.0,6311.0,0.2,"43.9292282018, 3.28890121279","{""type"": ""Polygon"", ""coordinates"": [[[3.262607654497173, 43.891003495470486], [3.253820143910141, 43.89336411671167], [3.246945075304474, 43.90069640031192], [3.246180740094584, 43.91105649929928], [3.25493629084946, 43.923158766391374], [3.253170087269553, 43.926384716036274], [3.217330347101699, 43.94839395003161], [3.210904907304776, 43.95572328651833], [3.215574703512856, 43.95518319363672], [3.234949909645293, 43.964943981459484], [3.23919251563088, 43.96343182078509], [3.253352840093583, 43.96194195995226], [3.268204862008823, 43.969925337208245], [3.31088003611906, 43.96671638626543], [3.31050611861161, 43.95983261187112], [3.304472491984007, 43.95453073021828], [3.305126873752003, 43.9511000085045], [3.313969691069152, 43.94850104512723], [3.337266040014399, 43.93624605924285], [3.351584175492258, 43.93761387559719], [3.358359441304462, 43.91383289325501], [3.341765192401426, 43.90351863829199], [3.34256807071091, 43.894192683816094], [3.318656892804503, 43.891142285206364], [3.295132310961478, 43.89497915703685], [3.285827536691238, 43.89331202112469], [3.277444206043246, 43.89677141828295], [3.27001775236452, 43.897500988473226], [3.262607654497173, 43.891003495470486]]]}",13997,082,21,1,12,73
76331,76690,GRUGNY,SEINE-MARITIME,HAUTE-NORMANDIE,"Commune simple",154.0,318.0,0.9,"49.6181524638, 1.10616826798","{""type"": ""Polygon"", ""coordinates"": [[[1.114450023367607, 49.61064334462341], [1.099444950541235, 49.608674682203194], [1.091538023296689, 49.612622706512035], [1.104533754083026, 49.62893402701375], [1.118131452826987, 49.626430753398296], [1.114450023367607, 49.61064334462341]]]}",14396,331,11,3,76,23
47054,47260,CASTELMORON-SUR-LOT,LOT-ET-GARONNE,AQUITAINE,"Chef-lieu canton",90.0,2334.0,1.8,"44.4077972964, 0.481340704559","{""type"": ""Polygon"", ""coordinates"": [[[0.475303990906013, 44.37609232011924], [0.457669189142771, 44.37955008143839], [0.451158224256845, 44.38302906108908], [0.467659011747132, 44.38951622150505], [0.470547097685403, 44.39571594596916], [0.458771481364171, 44.401713232049964], [0.450849081953867, 44.41415718865903], [0.45234834267491, 44.42104584307461], [0.445524633627745, 44.437459921173215], [0.454848979282481, 44.4380900252775], [0.459855316155272, 44.43242335059659], [0.476079015605819, 44.437857895635325], [0.484953486377427, 44.435890277425955], [0.488218384755206, 44.423229661208836], [0.500368739604451, 44.41873269687241], [0.514232192964115, 44.41781259653269], [0.518010006742649, 44.40502785698312], [0.514563824546579, 44.3876672156861], [0.518741637901632, 44.38146617133166], [0.505400117635253, 44.38528043121824], [0.493095514400401, 44.39570032199152], [0.482790540436107, 44.38027158548362], [0.475303990906013, 44.37609232011924]]]}",13308,054,08,2,47,72
85250,85150,SAINT-MATHURIN,VENDEE,"PAYS DE LA LOIRE","Commune simple",24.0,2389.0,1.8,"46.5686332748, -1.70787622288","{""type"": ""Polygon"", ""coordinates"": [[[-1.668767793623898, 46.55136181855628], [-1.706773899400589, 46.546041819903024], [-1.734998693672323, 46.54947665578328], [-1.744037662409025, 46.54667532685824], [-1.740067930945822, 46.558738263843004], [-1.745407953599686, 46.56403740977669], [-1.738991517041972, 46.57625584493275], [-1.734786567747626, 46.585504701545595], [-1.725727355533996, 46.592969426876486], [-1.708581976539201, 46.59760922728509], [-1.701935988939863, 46.59293939215711], [-1.692092238319531, 46.59228815136996], [-1.688347405397763, 46.58254645944188], [-1.671984693446466, 46.57481817193604], [-1.668767793623898, 46.55136181855628]]]}",2831,250,16,3,85,52
58112,58160,"LA FERMETE",NIEVRE,BOURGOGNE,"Commune simple",236.0,3556.0,0.7,"46.9561343358, 3.32854721893","{""type"": ""Polygon"", ""coordinates"": [[[3.310450883359858, 46.92217102017064], [3.287871074150461, 46.929036398795134], [3.282782474921702, 46.93866487788453], [3.287931952424016, 46.94788083406302], [3.302092996920707, 46.950419632756855], [3.309597387514336, 46.959034171026154], [3.306007589000633, 46.968371443148875], [3.296346787447316, 46.967136170715285], [3.301421711550638, 46.97623460184874], [3.299184689396665, 46.985604076815385], [3.30176551757619, 46.98833441878463], [3.315113863254637, 46.98721831951881], [3.335638503802092, 46.99558771899625], [3.355168782833636, 46.98586850121104], [3.359872244462807, 46.98683531208705], [3.359250864234523, 46.97451140107427], [3.35899895786017, 46.96827271338179], [3.371083636321009, 46.95065042550839], [3.376291414216795, 46.941350788821524], [3.362575096193365, 46.94453701382001], [3.35599795545966, 46.93598603267159], [3.341534407553066, 46.92698110384935], [3.328524225274905, 46.92281420231912], [3.310450883359858, 46.92217102017064]]]}",34773,112,21,3,58,26
37237,37390,SAINT-ROCH,INDRE-ET-LOIRE,CENTRE,"Commune simple",94.0,477.0,1.2,"47.4460052887, 0.574049173114","{""type"": ""Polygon"", ""coordinates"": [[[0.582660028660563, 47.44808918682833], [0.590282476967139, 47.43241465883569], [0.572402011453407, 47.42982739962043], [0.566464388884463, 47.43461169396853], [0.570537115464083, 47.4472423224189], [0.560188541888118, 47.45786914706747], [0.556693543168789, 47.463163451671335], [0.568027970613523, 47.46536412454719], [0.582660028660563, 47.44808918682833]]]}",34893,237,16,2,37,24
89169,89360,FLOGNY-LA-CHAPELLE,YONNE,BOURGOGNE,"Chef-lieu canton",141.0,2376.0,1.0,"47.9610543696, 3.88394679625","{""type"": ""Polygon"", ""coordinates"": [[[3.884330934368567, 47.92258293264398], [3.873535849371321, 47.9240317161183], [3.872214917601499, 47.93572359283636], [3.86390750147651, 47.93796296533891], [3.856034971285952, 47.949765515846714], [3.842378009180234, 47.952771156194906], [3.858236697855832, 47.96413126858964], [3.861800247119897, 47.97644394100692], [3.880446936324829, 47.981444685691244], [3.882089093951414, 47.997964878897925], [3.885815162900336, 48.000276798178426], [3.895730626098364, 47.99983273608769], [3.903716892654749, 47.991635912086885], [3.914152541418615, 47.97558962293562], [3.905655394120071, 47.959140587615], [3.902393114146845, 47.9382947165349], [3.894031096523936, 47.92929558134143], [3.890032533311113, 47.92962294356748], [3.884330934368567, 47.92258293264398]]]}",1860,169,16,2,89,26
71041,71800,BOIS-SAINTE-MARIE,SAONE-ET-LOIRE,BOURGOGNE,"Commune simple",433.0,267.0,0.2,"46.3321423377, 4.35330322456","{""type"": ""Polygon"", ""coordinates"": [[[4.360563432937983, 46.34327041835426], [4.361574898120336, 46.32644404264611], [4.353819592207265, 46.32247470192161], [4.33969105376651, 46.32519037129611], [4.356968187250176, 46.34616818050806], [4.360563432937983, 46.34327041835426]]]}",1980,041,11,3,71,26
42217,42111,SAINT-DIDIER-SUR-ROCHEFORT,LOIRE,RHONE-ALPES,"Commune simple",690.0,2272.0,0.4,"45.7934338068, 3.86367748356","{""type"": ""Polygon"", ""coordinates"": [[[3.873423324984763, 45.75448661842258], [3.869639280999055, 45.75600175228309], [3.86788665882888, 45.76482256072526], [3.860672545673133, 45.767570449154675], [3.860626697354817, 45.77784598990088], [3.849353207821021, 45.78457740383561], [3.825291890815074, 45.78598966082901], [3.821308438510333, 45.78384842228064], [3.821414007063251, 45.78748582903059], [3.828346850619563, 45.7948646092423], [3.828270654113067, 45.800943811243776], [3.85439081199464, 45.826504687908084], [3.865862373475337, 45.822040674910156], [3.880732790860039, 45.80873267317407], [3.889270143405194, 45.80552284265589], [3.897504283404524, 45.808276401763976], [3.892837710856729, 45.79521943524554], [3.896462148804478, 45.78532970928744], [3.880086800539201, 45.77304908072676], [3.887392876649143, 45.76482390691598], [3.880668813057616, 45.75627639641157], [3.873423324984763, 45.75448661842258]]]}",5353,217,11,1,42,82
36248,36100,VOUILLON,INDRE,CENTRE,"Commune simple",160.0,1509.0,0.3,"46.8199826355, 1.9132066864","{""type"": ""Polygon"", ""coordinates"": [[[1.919542261119608, 46.79774478349828], [1.892105296411213, 46.80380504488966], [1.891657042629607, 46.81354390085469], [1.887321572352618, 46.815167921648964], [1.881362160396115, 46.82809499010033], [1.898894262093482, 46.83887168553804], [1.913474875832156, 46.83944251630212], [1.921097372530201, 46.83491285568624], [1.936052620203491, 46.83507013248057], [1.943442041285584, 46.826214619288685], [1.941523834370001, 46.809565335063276], [1.931600652228319, 46.808645138604284], [1.919542261119608, 46.79774478349828]]]}",19818,248,13,4,36,24
