"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
39007,39270,ALIEZE,JURA,FRANCHE-COMTE,"Commune simple",587.0,582.0,0.2,"46.5850122581, 5.58578294146","{""type"": ""Polygon"", ""coordinates"": [[[5.595422739518895, 46.574661252730515], [5.5868864112024, 46.578124834208275], [5.566460487135743, 46.579404434922125], [5.558571581276076, 46.580572027975954], [5.561819437593718, 46.587949918898076], [5.575191603674612, 46.59190224479517], [5.580673541265257, 46.59754467932337], [5.582347290927083, 46.60141691853218], [5.587289521318402, 46.59292683804338], [5.604997996100999, 46.58938109997026], [5.611508140899815, 46.5826199806949], [5.603671590915408, 46.57586134356789], [5.595422739518895, 46.574661252730515]]]}",8414,007,21,2,39,43
88086,88600,CHAMP-LE-DUC,VOSGES,LORRAINE,"Commune simple",454.0,396.0,0.5,"48.1923697643, 6.72962889202","{""type"": ""Polygon"", ""coordinates"": [[[6.728855014402648, 48.1826428129768], [6.727148434879513, 48.18556129472969], [6.710527883652117, 48.18980540566836], [6.712004081624399, 48.198532676335226], [6.742612281822289, 48.20036752133914], [6.746955379591678, 48.190564047365754], [6.742731763437623, 48.18495991879576], [6.728855014402648, 48.1826428129768]]]}",3824,086,03,1,88,41
62627,62490,NOYELLES-SOUS-BELLONNE,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,"Commune simple",49.0,426.0,0.8,"50.3091545259, 3.02186108116","{""type"": ""Polygon"", ""coordinates"": [[[3.015250446311766, 50.298172947463776], [3.002621313810105, 50.30093925026199], [3.001513999059, 50.303785452024115], [3.01751342162949, 50.31621032615253], [3.014709827427879, 50.31894907665676], [3.043078325737735, 50.31958886709311], [3.036035251072747, 50.31456326921139], [3.036885695814477, 50.30789207553798], [3.033125254501377, 50.303044775563016], [3.028723451085409, 50.30294711631261], [3.015250446311766, 50.298172947463776]]]}",3944,627,46,1,62,31
14020,14370,ARGENCES,CALVADOS,BASSE-NORMANDIE,"Commune simple",33.0,987.0,3.5,"49.1339723471, -0.158515066328","{""type"": ""Polygon"", ""coordinates"": [[[-0.132717004797935, 49.13066581399804], [-0.153593206525215, 49.12064520217958], [-0.174226939335856, 49.11842858109426], [-0.189646719337622, 49.12061201744158], [-0.183090015922288, 49.133716218090996], [-0.166459564275622, 49.151485370264666], [-0.164579894240475, 49.15080599303788], [-0.147585651103061, 49.14473732460321], [-0.139742265548052, 49.14861341094451], [-0.126518714786294, 49.14473781818108], [-0.132717004797935, 49.13066581399804]]]}",16086,020,34,2,14,25
11091,11230,CHALABRE,AUDE,LANGUEDOC-ROUSSILLON,"Chef-lieu canton",455.0,1605.0,1.1,"42.9817651679, 2.01049024009","{""type"": ""Polygon"", ""coordinates"": [[[2.014921532880787, 42.95597282604749], [2.004895308954947, 42.96156459060419], [1.991660628527496, 42.96350986810302], [1.986001032280062, 42.96852022018041], [1.98337420955482, 42.98841719484561], [1.987127009887856, 42.99450564981834], [1.994467993206878, 42.99864887832078], [2.012588698495885, 42.998780759562706], [2.032672587456373, 43.00683311802904], [2.039668913430841, 43.002479665377074], [2.052847320051841, 43.00141826933406], [2.054247752443869, 42.99820170918566], [2.031273585029787, 42.996684129710985], [2.01878018614704, 42.986272669087036], [2.018729618115136, 42.98274654876158], [2.044228298952317, 42.96230820332664], [2.031365559336238, 42.96552080499267], [2.022086615688944, 42.96456440118533], [2.014921532880787, 42.95597282604749]]]}",14175,091,11,2,11,91
26317,26110,SAINT-MAURICE-SUR-EYGUES,DROME,RHONE-ALPES,"Commune simple",233.0,903.0,0.7,"44.3029325431, 5.00596735706","{""type"": ""Polygon"", ""coordinates"": [[[4.989526420785677, 44.28597430712335], [4.987017636370663, 44.292718775353116], [4.992325299907606, 44.312837156200736], [4.997322361710167, 44.31869832800756], [5.013778632710697, 44.325790768588824], [5.009145809670049, 44.31682613797683], [5.02127609944847, 44.313380267577436], [5.029500268660432, 44.29789439050966], [5.017065812145946, 44.292684694826406], [5.002529000937526, 44.286089315121664], [4.989526420785677, 44.28597430712335]]]}",4145,317,18,2,26,82
12222,12400,SAINT-FELIX-DE-SORGUES,AVEYRON,MIDI-PYRENEES,"Commune simple",589.0,3104.0,0.2,"43.8825601072, 2.98664718926","{""type"": ""Polygon"", ""coordinates"": [[[2.976624669128571, 43.843324049800955], [2.972160949665531, 43.84337699652138], [2.967967641339686, 43.849000274403515], [2.956293832847451, 43.84562156306528], [2.950321254987943, 43.85041552559419], [2.952654647288051, 43.87077267689166], [2.956105169050979, 43.88079928299732], [2.976777740577209, 43.89500655632864], [2.971345392648454, 43.907667404545194], [2.974828058245923, 43.91376988192413], [2.974664675050724, 43.91725263676695], [2.982519252676144, 43.921303943955884], [3.001668351507786, 43.91997340512341], [3.02878841428724, 43.90148477789342], [3.025026901934042, 43.89529413695913], [3.006793857435796, 43.88592849205686], [3.011420801881724, 43.87673984269456], [3.010758262979133, 43.85992039165734], [2.987675722588336, 43.854889702820586], [2.976624669128571, 43.843324049800955]]]}",4203,222,29,1,12,73
52121,52000,CHAUMONT,HAUTE-MARNE,CHAMPAGNE-ARDENNE,Préfecture,319.0,5534.0,23.4,"48.0980144211, 5.14070044621","{""type"": ""Polygon"", ""coordinates"": [[[5.089816896070452, 48.03587332111137], [5.091822119128926, 48.03974459197499], [5.09097859255355, 48.06936698911791], [5.084627531521249, 48.0779322724444], [5.096349361799279, 48.09237917091627], [5.098295958478493, 48.11841336433393], [5.105436999444591, 48.12219275009771], [5.114202062873904, 48.136294404272185], [5.142991748407032, 48.13457757528833], [5.171110922975728, 48.1404724728967], [5.199296249860739, 48.13228974457146], [5.234732650929279, 48.12949007360325], [5.261912592816697, 48.11984373791188], [5.25943278115287, 48.11467006651027], [5.251660323721489, 48.11303636483912], [5.251247696388234, 48.114079487590146], [5.226952413054708, 48.11972610804466], [5.200801844015948, 48.11936198098552], [5.18009818018098, 48.11740616046344], [5.156461734862226, 48.11008132766023], [5.157543278618739, 48.096729774327486], [5.147121520634983, 48.089268506541515], [5.147854709762397, 48.0791999667588], [5.154363048141394, 48.07375193232882], [5.155400229603225, 48.06063494225833], [5.089816896070452, 48.03587332111137]]]}",4323,121,85,1,52,21
93051,93160,NOISY-LE-GRAND,SEINE-SAINT-DENIS,ILE-DE-FRANCE,"Chef-lieu canton",87.0,1304.0,63.4,"48.8361825401, 2.56443736814","{""type"": ""Polygon"", ""coordinates"": [[[2.592266872483779, 48.80743662937602], [2.570077286043196, 48.8151114632136], [2.568498586779144, 48.81828053964302], [2.56866574902135, 48.824414796346474], [2.53665448757524, 48.83851387979082], [2.537155233528009, 48.84196032721488], [2.515648757769381, 48.85138127056583], [2.520833540929599, 48.85218457346881], [2.559971947599503, 48.853917742055664], [2.566918063489676, 48.85772029141538], [2.573836357337155, 48.85338335537369], [2.586280886618702, 48.834253025891684], [2.595795003166613, 48.81426583101425], [2.592266872483779, 48.80743662937602]]]}",14303,051,19,2,93,11
11201,11250,LEUC,AUDE,LANGUEDOC-ROUSSILLON,"Commune simple",195.0,1173.0,0.7,"43.1412292044, 2.33961454504","{""type"": ""Polygon"", ""coordinates"": [[[2.352251178029657, 43.12242453511374], [2.328455863881383, 43.13073397345051], [2.315697472949454, 43.12956537765937], [2.31332980177122, 43.145902935911344], [2.315957424289345, 43.1522340683313], [2.336894858851846, 43.15733903819562], [2.363742207727713, 43.15165406250156], [2.366900383607231, 43.149333979732965], [2.365927654848638, 43.14281599470246], [2.354831564832271, 43.13437601394499], [2.363375783335111, 43.1269161990141], [2.352251178029657, 43.12242453511374]]]}",13391,201,07,1,11,91
