"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
31175,31800,ESTANCARBON,HAUTE-GARONNE,MIDI-PYRENEES,"Commune simple",364.0,635.0,0.6,"43.108852598, 0.781108335801","{""type"": ""Polygon"", ""coordinates"": [[[0.803513074216815, 43.10333594845211], [0.799567154282135, 43.10409221647194], [0.7911778433367, 43.09772109914355], [0.78712802803979, 43.09798889553199], [0.778900131120742, 43.09994303720392], [0.773551593778682, 43.10491639265826], [0.757529983695667, 43.10450312201472], [0.754832350497012, 43.1183217583351], [0.758643424892862, 43.12045263487575], [0.767949467750446, 43.120573803128885], [0.775198239658329, 43.112868520331716], [0.793867369120383, 43.11283847466592], [0.809596660507973, 43.11292542937468], [0.811710844547687, 43.10411461529986], [0.803513074216815, 43.10333594845211]]]}",17251,175,29,2,31,73
10374,10200,SPOY,AUBE,CHAMPAGNE-ARDENNE,"Commune simple",241.0,1044.0,0.1,"48.2276371502, 4.61406016756","{""type"": ""Polygon"", ""coordinates"": [[[4.645129797690945, 48.21995428238122], [4.631602791013654, 48.21628098854981], [4.621746661153327, 48.21807264942448], [4.60193179794643, 48.21567909386766], [4.576602241285665, 48.22604538167816], [4.577066614081213, 48.22896403431024], [4.580071074482004, 48.23438660529748], [4.584386248363915, 48.234985795581885], [4.594632656362774, 48.23482098263305], [4.61229660924571, 48.24154696782113], [4.62743298442794, 48.24306743664431], [4.630112589424678, 48.23342794618912], [4.652741011281548, 48.224752913739735], [4.659971591370999, 48.22083565207983], [4.645129797690945, 48.21995428238122]]]}",17434,374,25,1,10,21
32001,32290,AIGNAN,GERS,MIDI-PYRENEES,"Chef-lieu canton",153.0,3215.0,0.8,"43.6944329355, 0.0870356646596","{""type"": ""Polygon"", ""coordinates"": [[[0.1119273049455, 43.65932420377396], [0.09992017991652, 43.6620569433626], [0.090916468617944, 43.669127762706616], [0.086446921469983, 43.66920618064828], [0.06403979990507, 43.65937408688284], [0.057349390640671, 43.663587276231134], [0.056917878165093, 43.673678432783476], [0.060867955952954, 43.67527098719027], [0.059958964814219, 43.67847897531089], [0.039627959552811, 43.69113698182852], [0.03827511292467, 43.69426074467696], [0.041779182415601, 43.69633709462638], [0.059577750941603, 43.69339796924957], [0.069155779413259, 43.70459685955857], [0.068576754655457, 43.721482755466546], [0.052000136073622, 43.72777946184908], [0.054880143879316, 43.738654072123964], [0.07833898264598, 43.73236166523879], [0.088050350556467, 43.72503108003221], [0.091030239916294, 43.71159507049993], [0.098240209592951, 43.7072313713061], [0.107349908582339, 43.70602425178162], [0.138818979964473, 43.711898720906945], [0.144597372449772, 43.70156965425357], [0.13175020569474, 43.697143804223494], [0.108871668628189, 43.679574235502706], [0.1119273049455, 43.65932420377396]]]}",6108,001,01,3,32,73
03206,03420,"LA PETITE-MARCHE",ALLIER,AUVERGNE,"Commune simple",425.0,1496.0,0.2,"46.1898756857, 2.56142616231","{""type"": ""Polygon"", ""coordinates"": [[[2.559154814880733, 46.17440863937354], [2.541834308367272, 46.17629422676677], [2.528499034018333, 46.18493853062569], [2.5283028169742, 46.19418585406173], [2.521757408759757, 46.20276729272703], [2.54135862423315, 46.205279379726164], [2.574680398528191, 46.19824092818968], [2.588997739930434, 46.20160740220803], [2.610601868132302, 46.192732515111075], [2.592504218328599, 46.18698696397271], [2.582543640175057, 46.17548749503332], [2.559154814880733, 46.17440863937354]]]}",13569,206,17,1,03,83
27395,27390,MELICOURT,EURE,HAUTE-NORMANDIE,"Commune simple",209.0,646.0,0.1,"48.912160796, 0.502460109315","{""type"": ""Polygon"", ""coordinates"": [[[0.475483257639508, 48.903494752160256], [0.47769947133191, 48.9169025384161], [0.487741773328426, 48.92464429109821], [0.490204968801827, 48.91858681239038], [0.540471411757752, 48.917713180879524], [0.52187321483831, 48.905777429843], [0.475483257639508, 48.903494752160256]]]}",32034,395,10,2,27,23
69083,69210,EVEUX,RHONE,RHONE-ALPES,"Commune simple",318.0,338.0,1.1,"45.8241099915, 4.62228473387","{""type"": ""Polygon"", ""coordinates"": [[[4.61525397340782, 45.81622146912442], [4.610609893215553, 45.816864244415825], [4.606695252046649, 45.82265733120655], [4.621859763352482, 45.83500505025336], [4.630604950903311, 45.83225814769813], [4.636285143645244, 45.82350240490928], [4.631864626984305, 45.816468988184305], [4.61525397340782, 45.81622146912442]]]}",15087,083,03,1,69,82
57402,57230,LIEDERSCHIEDT,MOSELLE,LORRAINE,"Commune simple",348.0,598.0,0.1,"49.1216563582, 7.4960610535","{""type"": ""Polygon"", ""coordinates"": [[[7.523859918979875, 49.10582129238467], [7.518849509501089, 49.10499219885474], [7.509322118140473, 49.11293303545632], [7.494280963999658, 49.11223578690684], [7.486329297665402, 49.116567439361646], [7.481637946926236, 49.115148522333854], [7.481244176612347, 49.115037130804836], [7.472113057016995, 49.1249500699538], [7.478793867197146, 49.13254497867263], [7.479347391188986, 49.13307367940874], [7.489582983498156, 49.13652812054997], [7.49856196603593, 49.133562853473805], [7.50494674474225, 49.12413807660673], [7.517829670940418, 49.11877338312167], [7.523859918979875, 49.10582129238467]]]}",15220,402,02,6,57,41
88247,88150,IGNEY,VOSGES,LORRAINE,"Commune simple",334.0,781.0,1.1,"48.276319758, 6.39000589897","{""type"": ""Polygon"", ""coordinates"": [[[6.38764612337652, 48.25926985253368], [6.371610225838532, 48.26453749629262], [6.377880332550517, 48.293752913048046], [6.391634606185798, 48.290225282515784], [6.399428263333188, 48.29409907107404], [6.402035336382142, 48.28410881889184], [6.41483087608876, 48.273554354943336], [6.38764612337652, 48.25926985253368]]]}",14535,247,06,1,88,41
27173,27300,CORNEVILLE-LA-FOUQUETIERE,EURE,HAUTE-NORMANDIE,"Commune simple",149.0,402.0,0.1,"49.0598701998, 0.703048495388","{""type"": ""Polygon"", ""coordinates"": [[[0.721338396822606, 49.05753266821857], [0.692481038798075, 49.048705989442595], [0.683262679816416, 49.051955781790106], [0.689223304615581, 49.05701808317954], [0.685266586489291, 49.06256400424209], [0.689785902146158, 49.06374843081196], [0.716063868968654, 49.07225662021499], [0.721338396822606, 49.05753266821857]]]}",32414,173,41,2,27,23
23120,23600,MALLERET-BOUSSAC,CREUSE,LIMOUSIN,"Commune simple",363.0,2553.0,0.2,"46.3416170909, 2.15084552451","{""type"": ""Polygon"", ""coordinates"": [[[2.17502875379404, 46.3075291390769], [2.151587780997311, 46.30411510633365], [2.14683095830325, 46.31002306104073], [2.154965244501308, 46.31847657192057], [2.150670254912943, 46.32472130120181], [2.123843825336718, 46.3399802824702], [2.109989548121592, 46.338008873604934], [2.113657273557415, 46.362801924451475], [2.127542544906091, 46.371382905087266], [2.145726892470686, 46.3715835726468], [2.151365135667271, 46.36790651235604], [2.159318829799031, 46.36756017708544], [2.167945410697287, 46.364876851986516], [2.175414251962544, 46.35610602024151], [2.169531811085402, 46.343510091876624], [2.191485598749832, 46.32559448081775], [2.190895298242743, 46.318926443946246], [2.178615939357494, 46.316137035318015], [2.17502875379404, 46.3075291390769]]]}",28001,120,08,2,23,74
