"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
77373,77340,PONTAULT-COMBAULT,SEINE-ET-MARNE,ILE-DE-FRANCE,"Chef-lieu canton",104.0,1359.0,35.3,"48.7871411658, 2.61407436985","{""type"": ""Polygon"", ""coordinates"": [[[2.614816906164042, 48.76112090971125], [2.606453544235837, 48.773334523882774], [2.59103082951138, 48.77232036382681], [2.587148254654037, 48.77461846577872], [2.598842925820701, 48.793347643327024], [2.591542353000813, 48.797370134020525], [2.596498355269582, 48.806083940358604], [2.592266872483779, 48.80743662937602], [2.595795003166613, 48.81426583101425], [2.600183287980367, 48.81561164760535], [2.627456544425446, 48.80285674852522], [2.63439208889191, 48.79429810571005], [2.626482767502997, 48.79054121159927], [2.626111882410299, 48.787212326635895], [2.64911607211257, 48.774798553411394], [2.640856497812167, 48.768828989103966], [2.630852937169994, 48.769266182167726], [2.614816906164042, 48.76112090971125]]]}",8143,373,40,5,77,11
32391,32480,SAINT-MARTIN-DE-GOYNE,GERS,MIDI-PYRENEES,"Commune simple",100.0,573.0,0.1,"44.0032506931, 0.574560917356","{""type"": ""Polygon"", ""coordinates"": [[[0.575356168100652, 43.98619081278163], [0.56470348923496, 43.99033905464396], [0.555042310511302, 43.997795012685735], [0.563792342476008, 44.005526821309466], [0.570231954516854, 44.01833903533568], [0.593582213043514, 44.0152805421726], [0.583821483729261, 43.997129096029255], [0.579705907835994, 43.99535431116111], [0.579967502890351, 43.98860702948965], [0.575356168100652, 43.98619081278163]]]}",27087,391,12,2,32,73
76690,76730,THIL-MANNEVILLE,SEINE-MARITIME,HAUTE-NORMANDIE,"Commune simple",77.0,682.0,0.5,"49.8398223371, 0.995926540193","{""type"": ""Polygon"", ""coordinates"": [[[1.003391900085255, 49.83039665415781], [0.993388326498002, 49.83147277476462], [0.974840095834255, 49.82623257703025], [0.970560794083238, 49.82799482743229], [0.97235277013582, 49.833946994417246], [0.972736559804078, 49.8400284824391], [0.988934212477077, 49.85037950603639], [1.011322876206773, 49.852920975492616], [1.014164345708799, 49.85062172649342], [1.021846358427398, 49.83924355063787], [1.012594509420759, 49.832398139325605], [1.003391900085255, 49.83039665415781]]]}",30746,690,03,1,76,23
78296,78440,GUITRANCOURT,YVELINES,ILE-DE-FRANCE,"Commune simple",101.0,739.0,0.6,"49.0075668772, 1.77906463847","{""type"": ""Polygon"", ""coordinates"": [[[1.775443489268061, 48.988637408433505], [1.762190379674231, 48.98969750078092], [1.763656030611079, 48.998741755544714], [1.755444721823972, 49.00603122751265], [1.767907563482744, 49.01138477467182], [1.785220493733161, 49.03103087254119], [1.791165122331118, 49.02006562704021], [1.799137585224867, 49.01707006879143], [1.797852557313337, 49.00879268568982], [1.795654191850423, 49.002196750857834], [1.778641440656493, 48.995019180267604], [1.775443489268061, 48.988637408433505]]]}",16780,296,10,1,78,11
38095,38160,CHATTE,ISERE,RHONE-ALPES,"Commune simple",300.0,2285.0,2.4,"45.139921767, 5.2802381895","{""type"": ""Polygon"", ""coordinates"": [[[5.29543173985319, 45.11620046485048], [5.293501446110622, 45.12589658392691], [5.27978750328263, 45.12409700200618], [5.269774006086783, 45.11689690838731], [5.256529075170535, 45.11907539292272], [5.253716094545354, 45.12850930884745], [5.239600393142069, 45.14047665337229], [5.259938361460716, 45.16248681117415], [5.258296998592104, 45.16566376662825], [5.277413364940551, 45.163879039541726], [5.304795953554397, 45.157866997450846], [5.302739849403704, 45.15184711269763], [5.322913065247302, 45.12418880494486], [5.325632820561053, 45.12258274729051], [5.29543173985319, 45.11620046485048]]]}",13188,095,30,1,38,82
62070,62127,BAILLEUL-AUX-CORNAILLES,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,"Commune simple",140.0,690.0,0.3,"50.3728404349, 2.44878258653","{""type"": ""Polygon"", ""coordinates"": [[[2.439168948306536, 50.355778635085585], [2.441639088353703, 50.36210138364537], [2.424784118530745, 50.373093775569586], [2.444697559633751, 50.38646304847537], [2.441274274527386, 50.38873691315472], [2.459062216916994, 50.38778367278359], [2.462416248009819, 50.38533843863087], [2.465375586136009, 50.37903097538838], [2.459379038743873, 50.37000012067423], [2.46743756337669, 50.36589633899279], [2.47242536323832, 50.36676167897408], [2.464816062614561, 50.360291738144106], [2.455103947071622, 50.36161389993824], [2.448601517770989, 50.35686259010705], [2.439168948306536, 50.355778635085585]]]}",20593,070,05,1,62,31
21253,21510,ETALANTE,COTE-D'OR,BOURGOGNE,"Commune simple",417.0,3920.0,0.1,"47.629388545, 4.76665603938","{""type"": ""Polygon"", ""coordinates"": [[[4.756750982748874, 47.59257713316607], [4.748903929511259, 47.59640438217436], [4.739753279513731, 47.59620801295768], [4.723989193683369, 47.60802015369589], [4.72800840552199, 47.62360835980504], [4.72285553728522, 47.63188638205186], [4.715108969321038, 47.64157970040089], [4.777819804363738, 47.66333921125126], [4.798534071537609, 47.664633834254424], [4.81136816704718, 47.652848437983614], [4.81626327421491, 47.640861056443526], [4.801214310815129, 47.63231582403503], [4.801843120723185, 47.61582992465786], [4.790314783351846, 47.60082747700905], [4.756750982748874, 47.59257713316607]]]}",2183,253,01,3,21,26
76117,76790,BORDEAUX-SAINT-CLAIR,SEINE-MARITIME,HAUTE-NORMANDIE,"Commune simple",88.0,1025.0,0.6,"49.697601016, 0.242239200327","{""type"": ""Polygon"", ""coordinates"": [[[0.254818109504535, 49.67714856631537], [0.248783214559194, 49.67755167670337], [0.239930244729645, 49.67805241596844], [0.221300091162756, 49.68918180806162], [0.216116869353898, 49.69988848632617], [0.220134016110584, 49.70938478190889], [0.224833662233532, 49.710669823506805], [0.263002951452079, 49.71273883524899], [0.272166739818497, 49.70495187023803], [0.251768899530401, 49.686205572236005], [0.254818109504535, 49.67714856631537]]]}",33008,117,12,2,76,23
11160,11140,GALINAGUES,AUDE,LANGUEDOC-ROUSSILLON,"Commune simple",946.0,426.0,0.0,"42.8064138721, 2.04766915652","{""type"": ""Polygon"", ""coordinates"": [[[2.04832375313578, 42.788876243467634], [2.034583523673336, 42.80975991099572], [2.038771481912259, 42.81648804537952], [2.045288165806831, 42.81983756538582], [2.0530072876553, 42.81841321479904], [2.061078297115054, 42.807279399443296], [2.055000070759546, 42.802531904251815], [2.052646128090051, 42.789606942651794], [2.04832375313578, 42.788876243467634]]]}",11002,160,04,2,11,91
65388,65170,SAINT-LARY-SOULAN,HAUTES-PYRENEES,MIDI-PYRENEES,"Commune simple",2019.0,9156.0,0.9,"42.7591645461, 0.28622709133","{""type"": ""MultiPolygon"", ""coordinates"": [[[[0.294432305126043, 42.81742778960589], [0.294429322980948, 42.81276713466298], [0.286841138174529, 42.814320838523145], [0.283332923876311, 42.82008925448053], [0.264754377502244, 42.820885554141924], [0.256192957689629, 42.812983010729376], [0.247182086902498, 42.8117802926237], [0.232600930836155, 42.820546356132745], [0.210141688339509, 42.82551587314008], [0.201442816030655, 42.822886807661355], [0.164977196552047, 42.82872222111835], [0.146387401346722, 42.82789620509971], [0.115008425126958, 42.834264037270884], [0.115309471562936, 42.84568183393755], [0.123524892112863, 42.85239018583732], [0.1434262820175, 42.8374002418243], [0.181429635929014, 42.833042992698296], [0.199195336959268, 42.83705358068372], [0.22023858525617, 42.82908923236495], [0.242670100836547, 42.834500064853046], [0.304319720174208, 42.83639125662155], [0.301961316570975, 42.827154641012335], [0.28704040640542, 42.82104687041841], [0.294432305126043, 42.81742778960589]]], [[[0.360099921450558, 42.72430307525959], [0.344952275395642, 42.711315738581256], [0.327709814869231, 42.70531796823627], [0.320684926675232, 42.68515288439178], [0.295535707140797, 42.67503819988663], [0.265931192902461, 42.692503052002735], [0.266898197791756, 42.702819618052985], [0.259882533240259, 42.715820099400396], [0.271160281520526, 42.72613037839164], [0.26589375697041, 42.74628359400009], [0.274917187595906, 42.75430481056762], [0.281311843371505, 42.7708146371503], [0.294244158709996, 42.780786741577685], [0.297472553268821, 42.80040979370482], [0.31546353077755, 42.811649415212166], [0.316817514213606, 42.81858414143511], [0.325128882785949, 42.824145139616064], [0.331065354785348, 42.82342933129542], [0.330812391696313, 42.81696307468145], [0.320664036112389, 42.81043894063041], [0.322846088429689, 42.79039409532273], [0.327537144450478, 42.77975990219675], [0.338528516239281, 42.76830171035875], [0.345936327387145, 42.744581590690395], [0.35962450202627, 42.735050918808575], [0.360099921450558, 42.72430307525959]]]]}",11122,388,26,2,65,73
