"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
32069,32220,CADEILLAN,GERS,MIDI-PYRENEES,"Commune simple",199.0,439.0,0.1,"43.420255903, 0.841855457027","{""type"": ""Polygon"", ""coordinates"": [[[0.844388671352851, 43.40988349217911], [0.820541339952767, 43.41698401561282], [0.821349224518599, 43.42042923234033], [0.84542057442704, 43.430792642195144], [0.849363974247384, 43.43332797972079], [0.856461962769201, 43.42479280383089], [0.85705623265623, 43.41447280160232], [0.844388671352851, 43.40988349217911]]]}",32569,069,13,1,32,73
77043,77750,BOITRON,SEINE-ET-MARNE,ILE-DE-FRANCE,"Commune simple",151.0,514.0,0.4,"48.8965868598, 3.26188355205","{""type"": ""Polygon"", ""coordinates"": [[[3.271818988756862, 48.88621786316362], [3.2480575283401, 48.887744300798225], [3.239815274264353, 48.89544108453154], [3.252405398956277, 48.90413832646504], [3.27007622059624, 48.9077778649695], [3.282082343387925, 48.90290303782826], [3.271818988756862, 48.88621786316362]]]}",12593,043,26,3,77,11
46330,46110,VAYRAC,LOT,MIDI-PYRENEES,"Chef-lieu canton",170.0,1615.0,1.3,"44.9450597014, 1.69320675098","{""type"": ""Polygon"", ""coordinates"": [[[1.693121178680577, 44.915965033356535], [1.671090376072569, 44.92740100198471], [1.674253444281294, 44.95714582840972], [1.670340454629689, 44.959035165105895], [1.694700462840966, 44.96955331589761], [1.708766520127485, 44.969636456581895], [1.711027619735059, 44.96729440350405], [1.717518268892335, 44.9480630914734], [1.716194494613097, 44.93831363728208], [1.704608121905549, 44.93550480200889], [1.700207983082447, 44.919686073642914], [1.693121178680577, 44.915965033356535]]]}",17127,330,29,3,46,73
63172,63320,GRANDEYROLLES,PUY-DE-DOME,AUVERGNE,"Commune simple",713.0,534.0,0.1,"45.5829881204, 3.04671739846","{""type"": ""Polygon"", ""coordinates"": [[[3.048681942424264, 45.57115155597324], [3.044108692760573, 45.57606103223141], [3.027336707277263, 45.57520190468484], [3.028327472242062, 45.58198223961529], [3.038475806153333, 45.588921896414995], [3.034441748834682, 45.598423235590296], [3.039871685189635, 45.60386933155376], [3.047801622299409, 45.591061453670164], [3.070768839879457, 45.57809149262444], [3.059452079482684, 45.57148855707831], [3.048681942424264, 45.57115155597324]]]}",25551,172,08,3,63,83
38282,38460,OPTEVOZ,ISERE,RHONE-ALPES,"Commune simple",332.0,1202.0,0.7,"45.7524418147, 5.34043707575","{""type"": ""Polygon"", ""coordinates"": [[[5.352167269797934, 45.733408213949865], [5.325672871363386, 45.747624269662346], [5.307171400289779, 45.74397746587736], [5.312739400380776, 45.762655631461236], [5.319470311245547, 45.76693170606247], [5.344010323442634, 45.76706401994145], [5.364184694850787, 45.75661602378033], [5.373990313493294, 45.754788414212136], [5.367985552731761, 45.74259946037425], [5.359349225672155, 45.740122898694715], [5.359736776091935, 45.736844557883536], [5.352167269797934, 45.733408213949865]]]}",22163,282,08,2,38,82
23206,23000,SAINT-LAURENT,CREUSE,LIMOUSIN,"Commune simple",386.0,1291.0,0.6,"46.1609419116, 1.96011304253","{""type"": ""Polygon"", ""coordinates"": [[[1.959591107160092, 46.13804528800289], [1.951976633775051, 46.141964793703714], [1.94324402961761, 46.13929925764138], [1.935060677311623, 46.14709379946343], [1.94779510109803, 46.15666841223454], [1.9418949094093, 46.16560127606535], [1.942878580457118, 46.18517972590631], [1.957100080848691, 46.185968495092354], [1.961785384902002, 46.180247781450234], [1.970320574337534, 46.17793893055456], [1.969728599430582, 46.17149454942893], [1.978259241688954, 46.169338170466915], [1.99237186531556, 46.15327211721509], [1.973506408792907, 46.14833025200804], [1.959591107160092, 46.13804528800289]]]}",9161,206,26,2,23,74
39024,39700,AUDELANGE,JURA,FRANCHE-COMTE,"Commune simple",231.0,466.0,0.2,"47.14070332, 5.58399367432","{""type"": ""Polygon"", ""coordinates"": [[[5.604415004483452, 47.13937091930791], [5.586958619959946, 47.128565897289164], [5.582752149068439, 47.13029932961039], [5.571435087558144, 47.133226791658736], [5.56694998144108, 47.14159550600237], [5.568611966081386, 47.148485544255244], [5.57423386404659, 47.152017731424], [5.589955705364215, 47.14890150763921], [5.604608605159067, 47.142555341481014], [5.604415004483452, 47.13937091930791]]]}",32049,024,24,1,39,43
52031,52120,AUTREVILLE-SUR-LA-RENNE,HAUTE-MARNE,CHAMPAGNE-ARDENNE,"Commune simple",293.0,3158.0,0.3,"48.1258481479, 4.97740367937","{""type"": ""Polygon"", ""coordinates"": [[[4.965077179393612, 48.09312910079205], [4.959011575617393, 48.09877490391788], [4.957609752896352, 48.10918565966492], [4.940543337107323, 48.12647098794225], [4.930714704959843, 48.14043987838471], [4.923079898577772, 48.143867947174535], [4.939911237835196, 48.15686873280272], [4.953938369145968, 48.16076869922455], [4.989116649645095, 48.139622467295744], [5.018006037629954, 48.13687241904029], [5.028870499745526, 48.121779837869965], [5.022433646064926, 48.10533685572782], [5.010325473192146, 48.099351006423085], [4.99141599608298, 48.10107625285452], [4.965077179393612, 48.09312910079205]]]}",9426,031,14,1,52,21
53230,53110,SAINT-JULIEN-DU-TERROUX,MAYENNE,"PAYS DE LA LOIRE","Commune simple",145.0,1143.0,0.3,"48.4835428783, -0.409443392744","{""type"": ""Polygon"", ""coordinates"": [[[-0.397729913890972, 48.45998577222518], [-0.403614309172513, 48.454900613329606], [-0.416967066396461, 48.45664187321775], [-0.426435299824508, 48.467507561650976], [-0.421456552973365, 48.4767098098691], [-0.424753690880392, 48.486141492707425], [-0.420419104046735, 48.49195727289179], [-0.42544860618686, 48.507362847316614], [-0.405482698377607, 48.506442354230636], [-0.397656718073904, 48.51051130290563], [-0.391999618560586, 48.50685524064821], [-0.393346292616665, 48.501072088454166], [-0.392252251590628, 48.49442220143474], [-0.398558542633761, 48.48532757005371], [-0.397115226489492, 48.47203336874962], [-0.401297541817385, 48.4659436005011], [-0.397729913890972, 48.45998577222518]]]}",1384,230,16,3,53,52
33032,33530,BASSENS,GIRONDE,AQUITAINE,"Commune simple",13.0,1030.0,6.9,"44.9084140601, -0.525868280903","{""type"": ""Polygon"", ""coordinates"": [[[-0.517048992541931, 44.88790198606448], [-0.535532551075714, 44.88909927380261], [-0.547735541139415, 44.91666696512534], [-0.549839872569036, 44.92345834290676], [-0.536136088884488, 44.925824164214106], [-0.501665523562538, 44.91807501376646], [-0.503795918540551, 44.90466949649732], [-0.516318776131628, 44.89465737651102], [-0.517048992541931, 44.88790198606448]]]}",7962,032,60,2,33,72
31079,31620,BOULOC,HAUTE-GARONNE,MIDI-PYRENEES,"Commune simple",173.0,1877.0,4.1,"43.7958003847, 1.4191891401","{""type"": ""Polygon"", ""coordinates"": [[[1.458742881489969, 43.80842439182953], [1.437232344618251, 43.78557174176335], [1.421038656101402, 43.77362865866208], [1.411717673770251, 43.77515827608496], [1.398795015525684, 43.771764951712036], [1.384902103012493, 43.77419705335515], [1.38139169710845, 43.77183181679677], [1.388888458049011, 43.787459936138056], [1.401614372172711, 43.801112277508935], [1.403418511171835, 43.80770922086552], [1.39714833383627, 43.816797977756345], [1.415463190887293, 43.816624635363404], [1.418489163581948, 43.81912576737461], [1.426398715826439, 43.81854714420066], [1.430775637477459, 43.81306579526344], [1.438935673597766, 43.81556811067638], [1.451812146835588, 43.81377156418876], [1.458742881489969, 43.80842439182953]]]}",9021,079,14,3,31,73
36133,36340,MOUHERS,INDRE,CENTRE,"Commune simple",242.0,1807.0,0.2,"46.5633034226, 1.77994822174","{""type"": ""Polygon"", ""coordinates"": [[[1.784950017271989, 46.539327951759944], [1.760189436340652, 46.542358365331886], [1.762114764947495, 46.55929158377116], [1.750163886049146, 46.573741649519505], [1.750062958031939, 46.580413623855556], [1.763124706360643, 46.590128264340436], [1.79164912789845, 46.57856363048132], [1.801411151788614, 46.57768464210611], [1.807512721992571, 46.56861686739864], [1.809310075837274, 46.55509141943024], [1.801797511192614, 46.54351305032196], [1.784950017271989, 46.539327951759944]]]}",30877,133,16,3,36,24
70192,70700,CUGNEY,HAUTE-SAONE,FRANCHE-COMTE,"Commune simple",249.0,1144.0,0.2,"47.3643480364, 5.71977368998","{""type"": ""Polygon"", ""coordinates"": [[[5.737708466137677, 47.346513217553934], [5.707167917251313, 47.35060696873804], [5.698966428322863, 47.35408556924969], [5.692182882474946, 47.37157322162337], [5.703766326443586, 47.37857321295536], [5.720529617427322, 47.38565813278485], [5.72546663922364, 47.385722608640826], [5.72627990992213, 47.382415817160144], [5.732702823269791, 47.372870145558736], [5.747010891496354, 47.36253432687362], [5.749683695015944, 47.358813995796154], [5.737708466137677, 47.346513217553934]]]}",35863,192,15,2,70,43
02205,02860,COLLIGIS-CRANDELAIN,AISNE,PICARDIE,"Commune simple",116.0,677.0,0.2,"49.4666159338, 3.63042181928","{""type"": ""Polygon"", ""coordinates"": [[[3.635426505678153, 49.44664079836243], [3.616265923097937, 49.4478903066417], [3.60815619104482, 49.45107716215202], [3.616170744010147, 49.46182238579362], [3.62059088669169, 49.463588445203314], [3.623879863253022, 49.47667603066653], [3.640552785650424, 49.49191334227496], [3.645508159946685, 49.49207579845949], [3.645966739278132, 49.482447386035595], [3.642443801997023, 49.46546088913426], [3.634920215821484, 49.4570068165237], [3.635426505678153, 49.44664079836243]]]}",21934,205,12,2,02,22
