"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
60501,60150,"LE PLESSIS-BRION",OISE,PICARDIE,"Commune simple",41.0,749.0,1.5,"49.4622196223, 2.9084704643","{""type"": ""Polygon"", ""coordinates"": [[[2.941592943323005, 49.45879152302938], [2.912126896810452, 49.45102619905699], [2.874438031678233, 49.4612750925075], [2.874711189625277, 49.468016200723156], [2.890398514101662, 49.471087230603835], [2.910496979808494, 49.46869503744146], [2.93613266591561, 49.47000549330956], [2.941592943323005, 49.45879152302938]]]}",26811,501,32,3,60,22
09031,09250,AXIAT,ARIEGE,MIDI-PYRENEES,"Commune simple",1459.0,964.0,0.0,"42.7997046069, 1.76100321573","{""type"": ""Polygon"", ""coordinates"": [[[1.743146909893675, 42.77866423573057], [1.741852490024855, 42.780375671453086], [1.744434707771221, 42.80044215446069], [1.759330541472661, 42.81375435636717], [1.761448016207271, 42.82043372571124], [1.771187591869807, 42.81913383507565], [1.783060637870349, 42.81743462134787], [1.784644970204412, 42.81410717270542], [1.774167261637951, 42.80238694697353], [1.76569947364915, 42.78246048682097], [1.743146909893675, 42.77866423573057]]]}",29665,031,03,1,09,73
27607,27680,SAINT-THURIEN,EURE,HAUTE-NORMANDIE,"Commune simple",110.0,536.0,0.2,"49.4031416314, 0.550572077475","{""type"": ""Polygon"", ""coordinates"": [[[0.557634228832526, 49.38919305386685], [0.533880452412241, 49.4019303959019], [0.518422107569522, 49.41560694240094], [0.559787650354244, 49.40830103421661], [0.569452641251728, 49.41113042286875], [0.573821855969702, 49.39883533801803], [0.557634228832526, 49.38919305386685]]]}",24726,607,29,2,27,23
65260,65220,LAPEYRE,HAUTES-PYRENEES,MIDI-PYRENEES,"Commune simple",317.0,363.0,0.1,"43.3245708913, 0.331017237637","{""type"": ""Polygon"", ""coordinates"": [[[0.348696352208648, 43.31598797258697], [0.316128296788866, 43.32022483809993], [0.31244841466632, 43.32696520734759], [0.313062875123893, 43.33256114875457], [0.339140583584671, 43.330991765187534], [0.350915311417968, 43.322153956321024], [0.348696352208648, 43.31598797258697]]]}",25046,260,24,3,65,73
86062,86360,CHASSENEUIL-DU-POITOU,VIENNE,POITOU-CHARENTES,"Commune simple",90.0,1752.0,4.6,"46.6518600158, 0.361722698793","{""type"": ""Polygon"", ""coordinates"": [[[0.376166085818969, 46.62308720743018], [0.36627343632462, 46.615670786589064], [0.359473063863998, 46.620820729115], [0.359388709968165, 46.62767488092203], [0.346352564864423, 46.64612215360111], [0.33606018010188, 46.65353234354196], [0.33776210133589, 46.66286051495577], [0.324148182009841, 46.67145385535346], [0.352128618562366, 46.67767109930797], [0.361911715278696, 46.670824326058664], [0.380451725775399, 46.67256470079395], [0.386338821546831, 46.667176434508995], [0.382110225548167, 46.65416982770659], [0.385903439658999, 46.644670628162096], [0.376166085818969, 46.62308720743018]]]}",22797,062,37,3,86,54
11098,11200,CONILHAC-CORBIERES,AUDE,LANGUEDOC-ROUSSILLON,"Commune simple",95.0,1225.0,0.9,"43.1847654132, 2.71572755182","{""type"": ""Polygon"", ""coordinates"": [[[2.724718920179057, 43.1643240008968], [2.717845813407626, 43.16519672254903], [2.709539941660073, 43.172379501003924], [2.693279638631618, 43.17726366819692], [2.68443138007489, 43.18384939016206], [2.712433440742724, 43.205857397138125], [2.723406049265155, 43.20757714129177], [2.723069662898566, 43.20079402049216], [2.73069864148323, 43.19691849127987], [2.737378413760654, 43.18797598449867], [2.7369059272039, 43.16755654574789], [2.724718920179057, 43.1643240008968]]]}",25717,098,19,3,11,91
69217,69870,SAINT-JUST-D'AVRAY,RHONE,RHONE-ALPES,"Commune simple",584.0,1752.0,0.7,"45.9996999746, 4.4526558128","{""type"": ""Polygon"", ""coordinates"": [[[4.4469518754933, 45.978674074385665], [4.428368509936998, 45.98935741202452], [4.418849603144105, 45.98999941994016], [4.418513967586172, 46.00304485648262], [4.427534183102171, 46.0179632295335], [4.431040417001688, 46.02006253138382], [4.438571673900024, 46.01687798369916], [4.451956687008418, 46.019039948531656], [4.467412553402236, 46.0120409869428], [4.479678472255222, 46.007198098748646], [4.493034487117094, 46.00974286237918], [4.497197742949701, 46.00076244646087], [4.476846049975365, 45.99220320831764], [4.475372230119882, 45.985908860421326], [4.468348030353905, 45.98122670699613], [4.459501477701962, 45.97938665829765], [4.453149747304753, 45.981990145724914], [4.4469518754933, 45.978674074385665]]]}",5318,217,01,2,69,82
89302,89140,PLESSIS-SAINT-JEAN,YONNE,BOURGOGNE,"Commune simple",136.0,1112.0,0.2,"48.3429566104, 3.30281910968","{""type"": ""Polygon"", ""coordinates"": [[[3.323875437254189, 48.31246219525432], [3.31457129721962, 48.312910157346835], [3.310370619859973, 48.31878744811746], [3.295577001131274, 48.32682380934085], [3.292755839217257, 48.32414966080415], [3.292900227286927, 48.32827900347905], [3.282687031801759, 48.3434279498222], [3.282089420036817, 48.352795269949574], [3.282384070861282, 48.35991116557083], [3.29492762622797, 48.36023148768564], [3.310588992404268, 48.369539267267136], [3.310892801114208, 48.37296628008847], [3.314876516783205, 48.37073353540139], [3.314336876383052, 48.35047384084389], [3.320533072587268, 48.33728553794246], [3.310235267789789, 48.33016024631005], [3.320542880621628, 48.31894928526872], [3.325473337095483, 48.31784716808184], [3.323875437254189, 48.31246219525432]]]}",24019,302,31,3,89,26
55324,55600,MARVILLE,MEUSE,LORRAINE,"Commune simple",254.0,1962.0,0.6,"49.4465296289, 5.44770167137","{""type"": ""Polygon"", ""coordinates"": [[[5.452450135666545, 49.41235203336752], [5.453374908252266, 49.42192834557785], [5.433953859283061, 49.42663690372773], [5.438270422702035, 49.43278173379093], [5.429100297135864, 49.44473699424923], [5.412093782341868, 49.45204591208982], [5.392168558997068, 49.452162450402156], [5.395582714458394, 49.458542204301516], [5.409349740595579, 49.45913231288641], [5.415963465815079, 49.46278618095755], [5.449187828305035, 49.47127275170588], [5.464264174632147, 49.471164798661], [5.467071927173476, 49.462960782865665], [5.471171714675793, 49.46157333051928], [5.464119960688724, 49.45259891987235], [5.485192831148256, 49.44538798947231], [5.479011709430105, 49.43273646411297], [5.471244174230627, 49.42803936412178], [5.467115617373188, 49.42646897675345], [5.469465321106014, 49.42084566797815], [5.461326322542313, 49.41379944291039], [5.452450135666545, 49.41235203336752]]]}",10611,324,14,3,55,41
29018,29690,BRENNILIS,FINISTERE,BRETAGNE,"Commune simple",233.0,2034.0,0.5,"48.3596142812, -3.85052670212","{""type"": ""Polygon"", ""coordinates"": [[[-3.79511358728272, 48.344383801534455], [-3.810652757859654, 48.34397677614083], [-3.824107058305676, 48.33993135777259], [-3.853782651043789, 48.34488741349721], [-3.870166651066181, 48.35279539853091], [-3.895981134920097, 48.35446175167429], [-3.899958942118911, 48.35699315661996], [-3.901599854621206, 48.36009444198597], [-3.892954613791686, 48.36763431152135], [-3.898454576542835, 48.38019199142798], [-3.89632385233378, 48.386466502518715], [-3.891253945234546, 48.38740328206049], [-3.872727287646331, 48.380841350826195], [-3.86751869037764, 48.37129127758004], [-3.847191623959808, 48.37090806916184], [-3.832782555719884, 48.36132043289501], [-3.8019161821313, 48.362911098244766], [-3.786526569292541, 48.35277881694933], [-3.796666975572078, 48.347175157629664], [-3.79511358728272, 48.344383801534455]]]}",8421,018,25,2,29,53
