"Code INSEE","Code Postal",Commune,Département,Région,Statut,"Altitude Moyenne",Superficie,Population,geo_point_2d,geo_shape,"ID Geogla","Code Commune","Code Canton","Code Arrondissement","Code Département","Code Région"
79018,79110,AUBIGNE,DEUX-SEVRES,POITOU-CHARENTES,"Commune simple",121.0,2964.0,0.2,"46.0427853144, -0.146119185079","{""type"": ""Polygon"", ""coordinates"": [[[-0.144795342689811, 46.004670091691544], [-0.158511865259295, 46.00503638417343], [-0.164194151030623, 46.01276340335273], [-0.162963396041866, 46.019025172974914], [-0.167878277116052, 46.02350206680247], [-0.164508846516603, 46.03576264014792], [-0.189131735052604, 46.026141171108804], [-0.190973680596037, 46.04360916533286], [-0.188140931637581, 46.05367446894066], [-0.184548904923698, 46.05601948873009], [-0.170103492023005, 46.05558625177718], [-0.157653299460772, 46.06103460222647], [-0.149850194852154, 46.07305749110235], [-0.119488084049108, 46.06944492250392], [-0.118013398500219, 46.06353761038089], [-0.108004607054646, 46.07014778287251], [-0.1032651207868, 46.06096833805254], [-0.104834469675379, 46.054148440323864], [-0.110059147098081, 46.04080278048461], [-0.116751089020944, 46.03124652424589], [-0.134171147054652, 46.024295383491534], [-0.144795342689811, 46.004670091691544]]]}",11471,018,10,2,79,54
57003,57560,ABRESCHVILLER,MOSELLE,LORRAINE,"Commune simple",514.0,4124.0,1.5,"48.60157203, 7.15576686053","{""type"": ""Polygon"", ""coordinates"": [[[7.201360717511479, 48.552704306633146], [7.168951278381525, 48.56949269967558], [7.150158174345844, 48.57521271701857], [7.146208224906787, 48.581728040056056], [7.127480769206863, 48.593873292151734], [7.127359151586098, 48.61144209114145], [7.110416030979851, 48.61985599802542], [7.104181426657378, 48.62939362642325], [7.086144362989362, 48.63679653045416], [7.070228115394455, 48.63920625510012], [7.070702481311883, 48.640586098306144], [7.104382437933011, 48.652210572930215], [7.109365281211498, 48.65178650968198], [7.112669949040681, 48.64558364657509], [7.122589757973651, 48.645033386887036], [7.136316863730594, 48.64914190188147], [7.13878913624987, 48.646029562873984], [7.119593659344193, 48.634265465608166], [7.122882672704725, 48.63151246647351], [7.133419465377233, 48.631065930027795], [7.147587396991466, 48.635455029745245], [7.156441154416125, 48.63177740583176], [7.161976886278548, 48.6219369145221], [7.219079858099523, 48.572047948838254], [7.220272662731272, 48.55468259806], [7.216571403977643, 48.55236371213254], [7.201360717511479, 48.552704306633146]]]}",7638,003,16,5,57,41
91399,91150,MESPUITS,ESSONNE,ILE-DE-FRANCE,"Commune simple",130.0,997.0,0.2,"48.3583012409, 2.27660044339","{""type"": ""Polygon"", ""coordinates"": [[[2.276639577927349, 48.34198831016511], [2.254452027318951, 48.341976688425845], [2.253743039024307, 48.36152343845663], [2.258715758940394, 48.37272021529421], [2.267289625800714, 48.37183782631473], [2.308727425233415, 48.36916270065247], [2.302901310866244, 48.3563885184439], [2.284351035049273, 48.34855823322856], [2.285793271713366, 48.345723779868244], [2.277451729764316, 48.34476445693637], [2.276639577927349, 48.34198831016511]]]}",22493,399,17,1,91,11
03147,03130,LODDES,ALLIER,AUVERGNE,"Commune simple",444.0,2344.0,0.1,"46.2946168116, 3.76081551954","{""type"": ""Polygon"", ""coordinates"": [[[3.775697326132124, 46.26724380945416], [3.745465304475684, 46.27270479395783], [3.738242546929472, 46.26866350401559], [3.729633673363096, 46.28427090323066], [3.730273040170374, 46.29422649590837], [3.737657871986236, 46.29851939320841], [3.732066186890932, 46.30396755000405], [3.736032854705048, 46.31390166895289], [3.744210466252708, 46.317963900929826], [3.745006274638284, 46.32486563494474], [3.755974714264641, 46.330349578498975], [3.763725220759798, 46.318438134796374], [3.778023631474853, 46.31673849461871], [3.785394471410099, 46.312338430775114], [3.786046338712831, 46.297106157614735], [3.797790395864766, 46.28280527452162], [3.79403803118196, 46.27662689909592], [3.776924942773964, 46.270486321503334], [3.775697326132124, 46.26724380945416]]]}",4433,147,08,3,03,83
30297,30750,SAINT-SAUVEUR-CAMPRIEU,GARD,LANGUEDOC-ROUSSILLON,"Commune simple",1140.0,3192.0,0.3,"44.1045314812, 3.47514344344","{""type"": ""Polygon"", ""coordinates"": [[[3.53974204119191, 44.09653705198239], [3.530026715089936, 44.088636970500154], [3.496710665920751, 44.08442783715856], [3.467961911284269, 44.08690355047492], [3.455493639207476, 44.081456806464146], [3.441303965814798, 44.08394501755295], [3.431909792409784, 44.09159687016063], [3.433137673169253, 44.105254839790604], [3.429193393615634, 44.118888270325634], [3.431294366770256, 44.125738521361704], [3.438627539196333, 44.130371779853796], [3.481026940302364, 44.12425347434602], [3.505160220746483, 44.12619708049769], [3.502381226540457, 44.1129068345536], [3.514901656326885, 44.10905045095157], [3.523333518325219, 44.100873938525474], [3.54140837717375, 44.09971504773347], [3.53974204119191, 44.09653705198239]]]}",10593,297,34,3,30,91
14411,14220,MESLAY,CALVADOS,BASSE-NORMANDIE,"Commune simple",201.0,580.0,0.2,"48.9539488574, -0.392456343862","{""type"": ""Polygon"", ""coordinates"": [[[-0.387832354865461, 48.933271983607895], [-0.407364779222374, 48.94968459734596], [-0.402322049840861, 48.96680326556351], [-0.394738364055671, 48.972922687403695], [-0.376738006793897, 48.95765315600253], [-0.387832354865461, 48.933271983607895]]]}",21599,411,31,2,14,25
49122,49490,DENEZE-SOUS-LE-LUDE,MAINE-ET-LOIRE,"PAYS DE LA LOIRE","Commune simple",75.0,1535.0,0.3,"47.5381332882, 0.123152020519","{""type"": ""Polygon"", ""coordinates"": [[[0.157333753738268, 47.52940581571611], [0.152407562161357, 47.53025833785143], [0.142031416541258, 47.52359107987262], [0.126837585734442, 47.523487649335934], [0.120644567795675, 47.53230621350387], [0.115823299845279, 47.53316880930022], [0.099379847719949, 47.52050142122276], [0.094370783961894, 47.520917069020264], [0.079709733359498, 47.534683512324065], [0.090244140392215, 47.53956787081823], [0.095975856871933, 47.547673446468906], [0.104192919743558, 47.55144479869277], [0.138359830191764, 47.55442317432735], [0.166210358518216, 47.53982721401537], [0.157333753738268, 47.52940581571611]]]}",33754,122,22,3,49,52
40313,40400,TARTAS,LANDES,AQUITAINE,"Chef-lieu canton",45.0,3038.0,3.0,"43.8182878693, -0.782895218669","{""type"": ""Polygon"", ""coordinates"": [[[-0.813021475440575, 43.78822561935687], [-0.813299120121829, 43.794810692264825], [-0.799759998767614, 43.804058841289866], [-0.800098236893218, 43.80746156411775], [-0.810611246014549, 43.814004556590426], [-0.823886965272089, 43.81252139366328], [-0.829297728863802, 43.817142440619776], [-0.829834432580992, 43.833872358677105], [-0.82336738554887, 43.83859518506299], [-0.825070068334284, 43.84171584602893], [-0.807475877275768, 43.838088293641526], [-0.802954524001529, 43.84346262869164], [-0.798427960776634, 43.84278255885511], [-0.795259176989148, 43.83649621183586], [-0.749934918487631, 43.839992820172036], [-0.735924428721243, 43.82788815808307], [-0.724221110072257, 43.82398239314015], [-0.731302546622785, 43.815046495288755], [-0.745099890934954, 43.8175101096049], [-0.749065558888632, 43.81556292148173], [-0.757704169165654, 43.80730132630195], [-0.760545104741594, 43.79376181363744], [-0.764944745693696, 43.792393613609526], [-0.813021475440575, 43.78822561935687]]]}",9308,313,99,1,40,72
70515,70200,"LE VAL-DE-GOUHENANS",HAUTE-SAONE,FRANCHE-COMTE,"Commune simple",287.0,387.0,0.1,"47.6238998324, 6.48703960291","{""type"": ""Polygon"", ""coordinates"": [[[6.503390754081909, 47.63448913001225], [6.494894887947238, 47.618751277114484], [6.495910311432091, 47.61208055998463], [6.491557023485243, 47.61050801936501], [6.483198340723042, 47.61410948870507], [6.473951963591418, 47.621899265114706], [6.47040295442575, 47.624293318079324], [6.473312400761955, 47.63070280393922], [6.503390754081909, 47.63448913001225]]]}",9428,515,13,1,70,43
86132,86290,LIGLET,VIENNE,POITOU-CHARENTES,"Commune simple",134.0,5333.0,0.3,"46.5066719767, 1.08346651537","{""type"": ""Polygon"", ""coordinates"": [[[1.149143140437064, 46.502211570058684], [1.136832970917067, 46.49677855075643], [1.136124699400105, 46.49346143060802], [1.152955761423542, 46.47283841290203], [1.150227483045686, 46.470254302746355], [1.135501138925842, 46.47088863618175], [1.116482641584355, 46.47122522962644], [1.101957522473805, 46.47392120342444], [1.093740882443038, 46.469911346588674], [1.084067718482228, 46.47177617409864], [1.071775743722759, 46.49053859587562], [1.06008915620959, 46.49681704949813], [1.047454038624567, 46.49199022045118], [1.022785186842503, 46.495421308693885], [1.019609340597518, 46.51929878256849], [1.012567758365401, 46.5241846978241], [1.020409361364219, 46.537147057078464], [1.065509160023959, 46.53925161695585], [1.080118997069727, 46.53618310553698], [1.090093857931834, 46.537584038104235], [1.104139112046527, 46.53343122439482], [1.123720035359054, 46.52232417920329], [1.149143140437064, 46.502211570058684]]]}",29968,132,26,2,86,54
